objectNumber,collection,briefDescription,objectName,title,titleType,material,objectProductionDate,objectProductionDateType,dimensionValue,dimension,dimensionMeasurementUnit,objectProductionPerson,objectProductionPersonRole,objectProductionPersonType,owner,owner Type
46025,Albuquerque Public Art,Monotype print of Kiva steps and Native American motifs on a beige ground.,monoprints (painting and printing works),Kiva Steps,cited,paint,1996,creation,23,height,inches,Dorothy Herrera;Albuquerque Public Art Program,artist;administrator,person;organization,Albuquerque Public Art,organization
46027,Albuquerque Public Art,"Monotype print with Native American symbols and motifs arranged in a composition with orange, blue, red, purple, and black.",monoprints (painting and printing works),Untitled (Janet Hevey II),cited,paint,1996,creation,30,height,inches,Janet Hevey,artist,person,Albuquerque Public Art,organization
46028,Albuquerque Public Art,Monotype print with Native American motifs and stylized symbols.,monoprints (painting and printing works),Untitled (Janet Hevey I),cited,paint,1996,creation,30,height,inches,Janet Hevey,artist,person,Albuquerque Public Art,organization
46029,Albuquerque Public Art,"Monotype print with mythological creatures descending from the sky with lightning, clouds and a landscape in blue and black.",monoprints (painting and printing works),Thunder Storm,cited,paint,1996,creation,22,height,inches,Deborah Jojola-Sanchez,artist,person,Albuquerque Public Art,organization
46031,Albuquerque Public Art,Monotype print depicting two Kachina spirits with masks against a yellow background.,monoprints (painting and printing works),Kachina Spirits,cited,paint,1996,creation,22,height,inches,Deborah Jojola-Sanchez,artist,person,Albuquerque Public Art,organization
46033,Albuquerque Public Art,Abstract monotype print with a gray box set in a red and blue background with a small figure nestled in the center.,monoprints (painting and printing works),Untitled (Felice Lucero II),cited,paint,1996,creation,22,height,inches,Felice Lucero,artist,person,Albuquerque Public Art,organization
46034,Albuquerque Public Art,Diptych monotype print of two boxes containing various symbols and markings including a rainbow.,monoprints (painting and printing works),Untitled (Felice Lucero I),cited,paint,1996,creation,40,height,inches,Felice Lucero,artist,person,Albuquerque Public Art,organization
46035,Albuquerque Public Art,Black and white monotype print of a rocky desert landscape.,monoprints (painting and printing works),Untitled (C. Maurus Chino II),cited,paint,1996,creation,36,height,inches,C. Maurus Chino,artist,person,Albuquerque Public Art,organization
46036,Albuquerque Public Art,monotype print of two Deer Dancers in full ceremonial dress involved in a Native American ritual.,monoprints (painting and printing works),Untitled (C. Maurus Chino I),cited,paint,1996,creation,22,height,inches,C. Maurus Chino,artist,person,Albuquerque Public Art,organization
46037,Albuquerque Public Art,Monotype print of a Native American figure with an abstract magenta symbol in the background.,monoprints (painting and printing works),Purple Dreams,cited,paint,1996,creation,22,height,inches,Roderick Tenorio,artist,person,Albuquerque Public Art,organization
46039,Albuquerque Public Art,Abstract monotype print with Native American motifs and symbols on an abstract orange and pink background.,monoprints (painting and printing works),Chosen Contracts,cited,paint,1996,creation,21,height,inches,Roderick Tenorio,artist,person,Albuquerque Public Art,organization
46041,Albuquerque Public Art,Abstract monotype print of a figurative Native American motif.,monoprints (painting and printing works),What He Sees (II),cited,paint,1996,creation,22,height,inches,Nora Naranjo Morse,artist,person,Albuquerque Public Art,organization
46043,Albuquerque Public Art,Monotype print of two figures dancing in an abstract green and black landscape.,monoprints (painting and printing works),He Told Me to Create...(I),cited,paint,1996,creation,30,height,inches,Nora Naranjo Morse,artist,person,Albuquerque Public Art,organization
46045,Albuquerque Public Art,Monotype print with a stylized design of a simple abstract figure reclining on a red background.,monoprints (painting and printing works),Reclining Nude,cited,paint,1996,creation,22,height,inches,Floyd Solomon,artist,person,Albuquerque Public Art,organization
46047,Albuquerque Public Art,"Monotype print of a stylized tree with five branches, four that end in hands and one with a face in profile against a blue background.",monoprints (painting and printing works),Night: The Presence of Man,cited,paint,1996,creation,31,height,inches,Floyd Solomon,artist,person,Albuquerque Public Art,organization
46049,Albuquerque Public Art,Abstract black and white monotype print.,monoprints (painting and printing works),Untitled (Lynn Trujillo),cited,paint,1996,creation,15,height,inches,Lynn Trujillo,artist,person,Albuquerque Public Art,organization
46052,Albuquerque Public Art,"Abstract monotype print with stylized hand, tadpoles, waves and Native American motifs.",monoprints (painting and printing works),Homage to Summer Rains,cited,paint,1996,creation,30,height,inches,Calvin Gonzales,artist,person,Albuquerque Public Art,organization
46054,Albuquerque Public Art,Monotype print of a fish with red eyes and yellow fins against an abstract blue background.,monoprints (painting and printing works),Tewa Bluegate,cited,paint,1996,creation,22,height,inches,Calvin Gonzales,artist,person,Albuquerque Public Art,organization
46056,Albuquerque Public Art,Monotype print of a colt wearing a yellow and black saddle.,monoprints (painting and printing works),Sioux Pony,cited,paint,1996,creation,14,height,inches,Art Menchego,artist,person,Albuquerque Public Art,organization
46058,Albuquerque Public Art,Monotype print portrait of a Native American wearing a  blue headdress with a red haedband.,monoprints (painting and printing works),Untitled (Art Menchego),cited,paint,1996,creation,30,height,inches,Art Menchego,artist,person,Albuquerque Public Art,organization
46059,Albuquerque Public Art,"Monotype print of three Native American pots with blue, white and yellow items inside each one.",monoprints (painting and printing works),Untitled (Bernard Gachupin II),cited,paint,1996,creation,22,height,inches,Bernard Gachupin;Bob Gachupin,artist;artist,person;person,Albuquerque Public Art,organization
46060,Albuquerque Public Art,Monotype print of two mountain range peaks against a red sunset.,monoprints (painting and printing works),Untitled,cited,paint,1996,creation,15,height,inches,Bernard Gachupin;Bob Gachupin,artist;artist,person;person,Albuquerque Public Art,organization
46061,Albuquerque Public Art,Monotype print of two Native American butterfly maidens with wings floating above tall grasses.,monoprints (painting and printing works),Butterfly Maidens,cited,paint,1996,creation,30,height,inches,Phil Hughte,artist,person,Albuquerque Public Art,organization
46063,Albuquerque Public Art,Monotype print of three Zuni corn Dancers.,monoprints (painting and printing works),Zuni Corn Dancers,cited,paint,1996,creation,22,height,inches,Phil Hughte,artist,person,Albuquerque Public Art,organization
46065,Albuquerque Public Art,Monotype print of a stylized brown pot representing the spirit of Tewa against a white background.,monoprints (painting and printing works),Spirit of a Tewa Water Jar,cited,paint,1996,creation,36,height,inches,Lonnie Vigil,artist,person,Albuquerque Public Art,organization
46067,Albuquerque Public Art,Monotype print of three stylized  turquoise jars and hatch markings.,monoprints (painting and printing works),Water Jars of Many Blessings,cited,paint,1996,creation,24,height,inches,Lonnie Vigil,artist,person,Albuquerque Public Art,organization
46069,Albuquerque Public Art,Monotype print of two figures wearing Malinche masks.,monoprints (painting and printing works),Malinche,cited,paint,1996,creation,30,height,inches,Gerald Nailor,artist,person,Albuquerque Public Art,organization
46070,Albuquerque Public Art,"Cloaked figure climbing down into a sacred Kiva, with yellow structures and a dark blue night sky.",monoprints (painting and printing works),Kiva Figure,cited,paint,1996,creation,30,height,inches,Gerald Nailor,artist,person,Albuquerque Public Art,organization
46072,Albuquerque Public Art,Monotype print of a stylized structure used to dry corn against a red landscape background.,monoprints (painting and printing works),Corn Dryer,cited,paint,1996,creation,30,height,inches,George Rivera,artist,person,Albuquerque Public Art,organization
46074,Albuquerque Public Art,Monotype print of red and yellow abstract shapes against a black background.,monoprints (painting and printing works),Mask,cited,paint,1996,creation,30,height,inches,George Rivera,artist,person,Albuquerque Public Art,organization
46075,Albuquerque Public Art,Monotype print of a figure with their eyes closed and Native American symbols and motifs behind them on a yellow background.,monoprints (painting and printing works),Tablita,cited,paint,1996,creation,30,height,inches,Alvin Curran,artist,person,Albuquerque Public Art,organization
46077,Albuquerque Public Art,"Monotype print with four squares of differing colors, each with a symbol inside it.",monoprints (painting and printing works),Untitled (Alvin Curran),cited,paint,1996,creation,30,height,inches,Alvin Curran,artist,person,Albuquerque Public Art,organization
46078,Albuquerque Public Art,Monotype print of an abstract figure playing the flute with animal paw prints rising into space; black on red background.,monoprints (painting and printing works),Across the Land,cited,paint,1996,creation,22,height,inches,Jonathan Warm Day,artist,person,Albuquerque Public Art,organization
46080,Albuquerque Public Art,Monotype print with an abstract figure on blue background holding a pot on their head.,monoprints (painting and printing works),Vanished,cited,paint,1996,creation,28,height,inches,Jonathan Warm Day,artist,person,Albuquerque Public Art,organization
46081,Albuquerque Public Art,Botanical monotype print with branches and buds on white background.,monoprints (painting and printing works),Apache Plume,cited,paint,1996,creation,20,height,inches,Valerie Arber,artist,person,Albuquerque Public Art,organization
46083,Albuquerque Public Art,White silhouettes of chamisa flowers against a blue background.,lithographs,Chamisa,cited,ink,1997,creation,20,height,inches,Betty Hahn,artist,person,Albuquerque Public Art,organization
46085,Albuquerque Public Art,"Lithograph print with two boxes, one with flowers, the other with a Mexican sombrero done in an illustrative style. Black and white against a beige background.",lithographs,Mexican Hat,cited,ink,1997,creation,20,height,inches,Beverly Magennis,artist,person,Albuquerque Public Art,organization
46087,Albuquerque Public Art,Abstract lithograph print of a red iris with painterly brush strokes.,lithographs,Red Iris,cited,ink,1997,creation,20,height,inches,Forrest Moses,artist,person,Albuquerque Public Art,organization
46089,Albuquerque Public Art,"Lithograph print of dense, green foliage and leaves.",lithographs,Corn Lily Spring,cited,ink,1997,creation,15,height,inches,Kristy Rawson,artist,person,Albuquerque Public Art,organization
46091,Albuquerque Public Art,"A sculptural steel piece of an eagle flying while holding an ax in its claws with rays beaming downward and images of a family, a home, a ladder, a fire hydrant, and flames.",sculpture (visual work),Rays of Communication,cited,powder coating; carbon steel,2000,creation,8,height,feet,Juan Navarrete;Patricia Navarrete,artist;artist,person;person,Albuquerque Public Art,organization
46093,Albuquerque Public Art,"Ceramic tiled plaque with an image of a watering hole, mountains, animals, and the night sky with text about water and wildlife.",mosaics (visual works),Teach the Mind & Touch the Spirit,cited,ceramic (material); steel (alloy),2000,creation,22,height,inches,Margy O'Brien,artist,person,Albuquerque Public Art,organization
